Height,Weight,BMI,Fat or Not
177.1020266,82.75813465,26.4,1
182.5084541,96.51458694,29,1
170.1010972,76.8221302,26.6,1
175.8461498,79.77849855,25.8,0
165.744324,79.33967247,28.9,1
184.6459567,82.23370934,24.1,0
184.9473225,85.6922785,25.1,0
169.1068898,80.94700998,28.3,1
158.970908,65.59701506,26,0
172.1302629,74.44802272,25.1,0
173.9460771,79.11816517,26.1,1
172.0291642,76.85174331,26,0
194.6085667,116.0377898,30.6,1
186.8812513,100.9914484,28.9,1
171.8331443,76.12886014,25.8,0
177.1772788,91.16033923,29,1
166.9049237,77.50597592,27.8,1
174.6730121,78.44940898,25.7,0
179.5751946,84.97423732,26.4,1
175.7884923,83.86816014,27.1,1
189.5699213,96.62995111,26.9,1
178.7007268,91.62583007,28.7,1
173.013806,76.13638118,25.4,0
180.5841273,95.61051896,29.3,1
177.7571691,93.61197814,29.6,1
165.7897689,71.01124839,25.8,0
171.9074131,76.92134331,26,0
188.1312761,103.5861424,29.3,1
174.6478414,78.04725556,25.6,0
175.901032,87.26027061,28.2,1
174.7670737,79.02027583,25.9,0
172.0735519,81.43048227,27.5,1
181.5373236,87.4961937,26.5,1
179.4642857,88.63576558,27.5,1
173.6572088,85.22587415,28.3,1
181.5331862,92.78718041,28.2,1
176.2202146,96.15284608,31,1
189.1245843,95.21486095,26.6,1
183.5875326,89.210442,26.5,1
185.6084186,94.35738925,27.4,1
172.9974051,79.93704785,26.7,1
171.2670224,85.89759782,29.3,1
179.886436,88.13022766,27.2,1
170.791375,80.1570546,27.5,1
180.9080137,95.11725116,29.1,1
167.1219668,71.86409243,25.7,0
163.8829525,77.68865991,28.9,1
171.3916593,81.76635855,27.8,1
181.2458353,95.87103791,29.2,1
173.1678184,86.22799338,28.8,1
171.381671,80.89148671,27.5,1
166.7685782,74.01139066,26.6,1
171.9589094,70.36852009,23.8,0
158.0104247,59.33699492,23.8,0
171.3105045,84.73418059,28.9,1
176.7308892,88.02474426,28.2,1
177.6126527,92.9141459,29.5,1
174.907147,90.37701197,29.5,1
180.196489,87.16832245,26.8,1
181.7997973,94.24804707,28.5,1
168.9173632,73.35926354,25.7,0
175.288348,86.63344376,28.2,1
172.8939771,77.57654898,26,0
178.8666885,85.37096703,26.7,1
180.9034437,91.02424821,27.8,1
178.2716805,85.50086014,26.9,1
168.8632576,75.09709637,26.3,1
178.7885698,81.11172259,25.4,0
174.8696269,79.31399868,25.9,0
176.6992207,85.01994871,27.2,1
175.8032399,91.39580639,29.6,1
182.0632128,93.6062498,28.2,1
174.0098499,91.10080703,30.1,1
177.9507007,102.0473324,32.2,1
180.0955109,90.41376531,27.9,1
170.4704765,77.45540249,26.7,1
171.7763504,79.30405959,26.9,1
180.3080298,97.41178803,30,1
169.8714301,79.53118005,27.6,1
173.9327396,84.90040576,28.1,1
168.3183235,74.21231324,26.2,1
167.0659905,71.1873351,25.5,0
163.7318186,72.06368902,26.9,1
167.2716054,70.27909247,25.1,0
177.5530013,80.59544971,25.6,0
175.6013773,89.03869007,28.9,1
179.0233245,88.05523007,27.5,1
186.7086944,95.10115161,27.3,1
183.6795295,88.38620816,26.2,1
187.3218276,92.51687202,26.4,1
186.7946082,96.15890054,27.6,1
160.2599874,70.24439696,27.4,1
183.5584005,95.07179923,28.2,1
180.6424824,79.16206082,24.3,0
182.8945019,93.40676757,27.9,1
169.4268383,85.90931002,29.9,1
161.4713851,65.67575147,25.2,0
179.5729507,84.81562739,26.3,1
192.2343321,105.2628009,28.5,1
173.1318522,83.09873551,27.7,1
178.3721401,86.94288744,27.3,1
181.7757514,88.30923193,26.7,1
182.0104554,92.71032,28,1
189.6629043,94.28937034,26.2,1
169.684765,79.06371456,27.5,1
172.7824057,84.08383306,28.2,1
173.261387,76.26689533,25.4,0
183.0313621,92.48339229,27.6,1
169.4306503,74.45781678,25.9,0
165.3530746,81.99261247,30,1
173.2981411,79.23466299,26.4,1
178.5050777,90.1263141,28.3,1
175.2422049,75.6440858,24.6,0
184.9567963,92.03991088,26.9,1
179.0275524,86.40455211,27,1
175.9334546,78.14076667,25.2,0
167.9398777,82.09256594,29.1,1
154.8554771,61.14413909,25.5,0
167.8505874,76.92390113,27.3,1
176.1192768,89.97258463,29,1
179.8227169,87.20778617,27,1
164.6974817,73.10342467,27,1
169.963831,77.04421297,26.7,1
180.8393307,86.93144785,26.6,1
171.8574745,78.63252576,26.6,1
173.9801789,82.62267215,27.3,1
170.5360724,85.6455776,29.4,1
172.7991777,80.12034145,26.8,1
180.4177671,98.63535497,30.3,1
166.6872992,76.20645596,27.4,1
174.4447486,80.50881315,26.5,1
183.5510827,92.70572649,27.5,1
177.310479,98.49874898,31.3,1
168.6512461,77.19612299,27.1,1
171.6790273,78.91571528,26.8,1
180.566303,85.31339946,26.2,1
167.182743,78.34302268,28,1
174.1445694,84.5356468,27.9,1
177.0853502,93.03823243,29.7,1
183.0202258,93.27729796,27.8,1
171.8374261,82.02772685,27.8,1
177.1977115,86.08993769,27.4,1
169.9674917,79.45756671,27.5,1
182.1024567,89.21826848,26.9,1
175.3465254,83.24582721,27.1,1
174.3450153,92.06616603,30.3,1
173.2566692,86.43274399,28.8,1
171.3389304,75.4606151,25.7,0
173.1371512,86.99783887,29,1
180.2049634,87.75797782,27,1
179.5430685,88.40982091,27.4,1
180.2576671,96.51988594,29.7,1
189.4958568,113.3543234,31.6,1
164.9693066,76.43273932,28.1,1
171.1773081,78.92560286,26.9,1
179.5132741,87.78194667,27.2,1
182.1270864,93.92769714,28.3,1
179.5226477,93.34117723,29,1
179.0031412,90.41094966,28.2,1
173.7959097,81.00681778,26.8,1
178.8619416,85.97708503,26.9,1
182.0579726,90.79646576,27.4,1
172.4772309,75.17638358,25.3,0
160.0356976,68.63971515,26.8,1
169.6738261,79.35972358,27.6,1
167.6846828,79.18916104,28.2,1
164.8710071,75.39406921,27.7,1
173.998283,87.97372313,29.1,1
177.8627748,86.1278751,27.2,1
163.9543889,67.47731125,25.1,0
184.0522809,101.2768754,29.9,1
177.7083367,86.6509966,27.4,1
176.0713713,78.21092952,25.2,0
176.7160799,86.86946789,27.8,1
176.9728946,87.11640712,27.8,1
175.8422166,80.54090685,26,0
163.6989047,73.75015751,27.5,1
171.3260717,80.65577701,27.5,1
186.6769472,97.42396735,28,1
180.2601511,92.7030219,28.5,1
189.7266277,102.2731912,28.4,1
173.1977655,86.28953537,28.8,1
177.4342967,94.29328172,30,1
170.6816779,80.4143146,27.6,1
172.3181527,87.41119501,29.4,1
180.0275473,98.97121932,30.5,1
180.9575036,87.08265805,26.6,1
189.1359859,99.68839297,27.9,1
176.6653017,83.33383098,26.7,1
179.3418448,83.25504785,25.9,0
172.5818997,83.31255215,28,1
183.3524204,97.89959796,29.1,1
172.9045388,80.52374757,26.9,1
174.3464257,79.82401773,26.3,1
174.8262092,90.85297937,29.7,1
172.7712782,82.53366644,27.6,1
187.0238337,97.75716948,27.9,1
171.0773084,77.62378776,26.5,1
187.5583864,97.06689515,27.6,1
168.5496269,77.12191955,27.1,1
183.3208334,90.1065858,26.8,1
181.3776361,93.25122744,28.3,1
179.4989125,89.80660476,27.9,1
167.2289498,74.82493678,26.8,1
182.2851302,91.71455583,27.6,1
180.0066667,91.57892748,28.3,1
177.4032851,85.57199388,27.2,1
178.8382214,90.13100866,28.2,1
179.8970308,78.89504644,24.4,0
169.3560419,83.19198971,29,1
167.6068985,83.37005175,29.7,1
174.0587275,77.50042213,25.6,0
173.5126419,83.79993107,27.8,1
173.3876381,76.74604748,25.5,0
168.8479271,89.63555977,31.4,1
163.4806999,67.78121878,25.4,0
174.6791939,79.06422222,25.9,0
183.9817149,90.74160204,26.8,1
180.2181025,88.11277546,27.1,1
184.173941,93.76379633,27.6,1
178.7698536,89.53810014,28,1
183.7374258,98.28275633,29.1,1
183.0238783,99.83424812,29.8,1
177.8942721,79.80865297,25.2,0
175.876053,85.9990259,27.8,1
163.4984115,69.84493941,26.1,1
176.5171417,85.45089342,27.4,1
164.1045703,78.14783102,29,1
181.3851461,95.43338345,29,1
174.6346284,79.53195914,26.1,1
171.4945004,71.61842122,24.4,0
176.3784592,91.74979469,29.5,1
168.9972545,79.90443469,28,1
172.9484513,80.93107184,27.1,1
172.7684585,79.03181991,26.5,1
168.0839765,75.59211243,26.8,1
179.8431984,89.0106405,27.5,1
173.2597695,87.44452512,29.1,1
179.5623558,90.68610299,28.1,1
182.6184934,97.98324331,29.4,1
181.0498329,95.19280304,29,1
165.3515496,74.49363361,27.2,1
168.8818796,78.61789379,27.6,1
182.9358155,91.94858844,27.5,1
173.6420519,81.60956431,27.1,1
177.6022442,82.4180654,26.1,1
185.8969075,91.25592639,26.4,1
174.3559386,78.25332771,25.7,0
177.2929145,83.57916803,26.6,1
166.1685982,75.98731592,27.5,1
174.717898,79.74548635,26.1,1
168.3369963,71.83097982,25.3,0
183.8644254,90.45210848,26.8,1
172.8206255,79.07912762,26.5,1
182.2713239,95.94633551,28.9,1
180.1371671,89.26770993,27.5,1
184.6468854,100.166152,29.4,1
180.5530043,94.14312113,28.9,1
178.0320146,100.0106179,31.6,1
181.8992706,95.25620159,28.8,1
192.9921828,102.7093127,27.6,1
181.1011272,90.37291374,27.6,1
169.968754,72.75837215,25.2,0
180.6286069,92.06045837,28.2,1
179.3198871,88.68183447,27.6,1
174.0107928,83.28673392,27.5,1
162.1655928,67.06894127,25.5,0
174.8013534,83.77256381,27.4,1
170.4274416,84.85197297,29.2,1
168.4695558,74.26174812,26.2,1
177.866191,91.11902689,28.8,1
166.7304731,77.19460703,27.8,1
170.7685287,84.47836603,29,1
181.0865857,92.03844494,28.1,1
176.4304989,92.05011388,29.6,1
174.9984287,88.95068898,29,1
176.82912,81.8625542,26.2,1
175.6097157,85.54651864,27.7,1
174.2747751,85.14249111,28,1
164.6457353,72.05318531,26.6,1
170.0402975,77.59864145,26.8,1
175.1065405,84.25339973,27.5,1
162.6404885,71.58749506,27.1,1
170.0100193,68.5710444,23.7,0
177.1616055,88.54481456,28.2,1
180.5794542,85.56979075,26.2,1
185.5459722,99.18881043,28.8,1
188.8464932,93.43187542,26.2,1
178.2695881,86.1296473,27.1,1
181.6783655,96.2605117,29.2,1
174.9529836,77.93671887,25.5,0
171.896674,81.31484449,27.5,1
182.1208356,96.16281723,29,1
174.7318091,89.6505424,29.4,1
169.3849615,79.24684272,27.6,1
185.5684963,88.70425669,25.8,0
186.7984443,93.46955429,26.8,1
182.4425526,90.23744458,27.1,1
194.2411149,111.669987,29.6,1
180.1704557,96.70974961,29.8,1
183.9963319,104.4145623,30.8,1
183.1319503,96.52862213,28.8,1
173.2965019,87.27967184,29.1,1
172.1106404,78.10269868,26.4,1
156.8818538,61.47129315,25,0
174.4852729,88.48793474,29.1,1
181.5534726,97.49682902,29.6,1
181.9984308,93.90890018,28.4,1
182.2487501,89.84991646,27.1,1
183.2924124,94.26953166,28.1,1
178.9379715,83.10157751,26,0
173.3728994,84.19346776,28,1
169.6790672,74.8798971,26,0
171.3302691,72.56662522,24.7,0
177.2450251,85.29288041,27.1,1
171.3184882,79.08746898,26.9,1
166.8597877,76.29595755,27.4,1
156.960129,61.63013492,25,0
186.9652463,99.78856154,28.5,1
163.0209666,77.00686803,29,1
176.0851394,87.65499569,28.3,1
178.8279981,88.62707964,27.7,1
160.1604657,71.40040889,27.8,1
171.9703907,77.15937787,26.1,1
196.7144147,105.5106934,27.3,1
176.97352,80.54331478,25.7,0
180.784027,83.9964195,25.7,0
172.6523099,83.91159034,28.1,1
175.1631945,83.45836794,27.2,1
190.1467053,102.1681721,28.3,1
166.9688656,67.18394399,24.1,0
171.3104033,73.85238961,25.2,0
167.4439683,79.55738426,28.4,1
171.8604458,78.03154463,26.4,1
177.0011272,82.51097569,26.3,1
181.1565491,87.50470458,26.7,1
181.249855,88.86035048,27,1
165.8181613,74.3572039,27,1
181.7179277,92.41879129,28,1
170.3428748,80.95910186,27.9,1
162.310178,63.6892088,24.2,0
180.7594918,88.00933524,26.9,1
173.4808718,82.6455146,27.5,1
174.733909,81.21838068,26.6,1
152.3539373,51.20314712,22.1,0
173.6395123,85.61730912,28.4,1
173.3767674,77.70989728,25.9,0
190.5252586,100.4326935,27.7,1
173.8533282,90.42307515,29.9,1
165.0631658,72.15977796,26.5,1
179.6168508,94.85781143,29.4,1
189.0534733,103.5715097,29,1
158.1744398,69.96856721,28,1
169.9381471,74.53966562,25.8,0
178.282598,88.76094562,27.9,1
180.5375256,83.3229458,25.6,0
193.3363537,109.1329268,29.2,1
181.0428226,93.05038984,28.4,1
176.1296107,89.44124254,28.8,1
172.8388618,80.32834059,26.9,1
176.0116674,78.16167483,25.2,0
186.6676605,99.17177125,28.5,1
168.4552574,75.83429728,26.7,1
182.5580608,95.83799383,28.8,1
170.9587001,78.03411392,26.7,1
174.9515237,82.67986308,27,1
179.7982054,88.29731179,27.3,1
177.7603886,87.14018617,27.6,1
171.8541383,77.86981683,26.4,1
175.6726735,86.55286626,28,1
175.8026265,93.28773723,30.2,1
172.72159,80.54503519,27,1
168.5585547,69.53364454,24.5,0
171.8853904,79.24015161,26.8,1
172.1727264,89.9373044,30.3,1
169.832121,85.89982952,29.8,1
180.0018484,90.54747175,27.9,1
183.501598,92.23123882,27.4,1
171.7193889,81.74821578,27.7,1
177.0340579,89.3661483,28.5,1
172.8834463,85.43117746,28.6,1
160.3203641,72.90553438,28.4,1
179.0838604,84.86882095,26.5,1
188.7167186,103.8976494,29.2,1
168.9572155,75.77171991,26.5,1
178.9827847,82.90376689,25.9,0
171.8393068,82.7579268,28,1
173.5439239,83.09079787,27.6,1
191.8543568,103.3765296,28.1,1
166.3147977,74.59732372,27,1
181.2693757,97.50509982,29.7,1
183.3248476,92.50063129,27.5,1
171.2423314,75.52931664,25.8,0
161.8062899,69.19327805,26.4,1
183.1083441,95.29521941,28.4,1
166.4046028,78.53915075,28.4,1
162.5883785,68.54027864,25.9,0
169.3151118,82.87823746,28.9,1
184.430591,98.22701179,28.9,1
170.1964595,89.70489787,31,1
176.9544725,87.32829909,27.9,1
165.2994497,79.24875719,29,1
175.8142405,85.80476245,27.8,1
170.8091646,85.26198045,29.2,1
178.3459658,87.47278245,27.5,1
170.6127127,84.8021498,29.1,1
176.3716256,88.63827034,28.5,1
179.5612976,83.87389991,26,0
165.2452387,68.29064771,25,0
173.6643306,85.45478385,28.3,1
168.697692,87.80094853,30.9,1
180.6350886,91.90744639,28.2,1
178.9020226,84.60328014,26.4,1
172.0895112,85.47633574,28.9,1
174.8078299,89.62212599,29.3,1
184.56759,99.71759537,29.3,1
200.6568056,122.4443077,30.4,1
170.6269698,80.0215439,27.5,1
169.508403,75.39771673,26.2,1
170.2971369,72.633159,25,0
187.9930364,103.3743781,29.3,1
165.5946685,70.17763841,25.6,0
171.5188382,75.83201188,25.8,0
172.1340073,77.23209202,26.1,1
176.1745506,80.60881098,26,0
176.3664868,80.89186159,26,0
165.0519577,68.48700349,25.1,0
172.8158432,79.56695605,26.6,1
183.8076809,88.44164934,26.2,1
178.1393595,92.05807501,29,1
172.7078088,69.2167219,23.2,0
170.283098,85.53519252,29.5,1
185.8367628,96.82970172,28,1
179.2607833,88.34128816,27.5,1
175.6607557,80.60044404,26.1,1
187.9261927,98.67535705,27.9,1
176.3938324,90.17134562,29,1
176.4545734,83.12725909,26.7,1
181.6907771,98.95839374,30,1
183.6023682,94.12268172,27.9,1
172.1503872,78.95601447,26.6,1
172.2114923,82.62733478,27.9,1
180.4304124,97.26802449,29.9,1
173.7237166,76.93170023,25.5,0
174.6884657,86.83737397,28.5,1
180.9344509,91.05664327,27.8,1
171.3189801,79.23823673,27,1
169.8160623,76.8144312,26.6,1
168.107311,77.80585347,27.5,1
169.862263,76.39441433,26.5,1
174.2211939,81.14695814,26.7,1
162.5057996,71.74939211,27.2,1
168.8670903,76.92130322,27,1
167.3082036,76.08536844,27.2,1
175.8004541,85.69053306,27.7,1
186.7466698,96.53791347,27.7,1
165.6051128,66.83005456,24.4,0
178.6540168,97.15459664,30.4,1
177.2013242,88.89550345,28.3,1
179.5282065,90.48011619,28.1,1
172.51336,83.23981923,28,1
182.5840911,96.07786866,28.8,1
180.6634966,79.59535664,24.4,0
170.3779452,82.32493964,28.4,1
172.7793707,77.00076948,25.8,0
172.6390573,88.41426426,29.7,1
169.8695697,84.7532698,29.4,1
178.7857386,93.83343619,29.4,1
186.8602975,99.50284472,28.5,1
167.1486546,70.23928757,25.1,0
179.235016,81.84865628,25.5,0
172.9382387,84.94806435,28.4,1
196.7625455,114.5381811,29.6,1
183.8795216,94.97548649,28.1,1
166.212628,80.92808299,29.3,1
167.4076596,76.29070703,27.2,1
192.0850396,109.3888118,29.6,1
176.8942554,88.45065782,28.3,1
177.1135655,93.07424327,29.7,1
175.2870299,80.53824417,26.2,1
175.2859571,94.57423819,30.8,1
174.4933651,83.54498753,27.4,1
178.8527238,83.97158005,26.3,1
172.43766,76.75747433,25.8,0
181.6669435,88.10170721,26.7,1
172.3134246,75.34970912,25.4,0
178.545204,85.82730444,26.9,1
179.9015518,89.76206526,27.7,1
175.6585111,86.48323483,28,1
188.335558,95.79953197,27,1
176.2630364,87.39614644,28.1,1
184.3980639,93.01385043,27.4,1
176.0971913,81.79539379,26.4,1
163.2197584,73.15719819,27.5,1
158.5428222,73.71505279,29.3,1
168.2219029,71.05518127,25.1,0
163.1627495,61.30240018,23,0
183.0966608,95.52676816,28.5,1
178.4308347,92.02782948,28.9,1
167.2036173,76.38153406,27.3,1
191.0309158,103.2115337,28.3,1
186.5955242,101.1656136,29.1,1
169.2375231,79.31418889,27.7,1
170.5977615,87.70626268,30.1,1
172.6951382,85.31297615,28.6,1
162.8769082,69.31458041,26.1,1
178.2494667,85.80809556,27,1
176.5873203,78.90097905,25.3,0
181.8864014,92.73850902,28,1
173.4255085,82.63284358,27.5,1
189.3940867,95.5500278,26.6,1
184.4880911,94.36111424,27.7,1
185.4354868,91.49463356,26.6,1
182.7797917,94.70070558,28.3,1
175.9824238,86.13888848,27.8,1
171.0996432,80.44218036,27.5,1
170.9050339,81.18325773,27.8,1
178.039057,75.87365469,23.9,0
163.4154532,79.67495515,29.8,1
177.4669624,88.75949796,28.2,1
162.5419637,70.27808349,26.6,1
169.4005137,84.06830848,29.3,1
183.9853095,91.43532762,27,1
176.9783817,96.01514063,30.7,1
171.8106522,75.40293274,25.5,0
173.7737573,85.7129356,28.4,1
183.1069777,90.90037519,27.1,1
178.4225342,87.53381029,27.5,1
181.2798326,93.21473982,28.4,1
180.6027764,91.54171206,28.1,1
176.2141706,88.99096857,28.7,1
178.147846,87.42954816,27.5,1
170.8950782,79.35334966,27.2,1
179.6874297,91.21513932,28.3,1
168.5735528,75.46570803,26.6,1
170.7538618,80.41109964,27.6,1
173.4049049,78.03959397,26,0
173.1530564,81.05174839,27,1
171.888899,83.32877456,28.2,1
168.8460855,76.59751383,26.9,1
194.4859547,104.2440341,27.6,1
175.1673775,85.04286372,27.7,1
184.0137243,89.17561878,26.3,1
172.8253102,92.13677927,30.8,1
169.4622512,82.46017537,28.7,1
179.5091931,84.24484526,26.1,1
181.5414149,86.41830939,26.2,1
181.8196888,94.29702902,28.5,1
171.2511253,82.13711977,28,1
176.6153334,91.01035093,29.2,1
179.7420798,85.62016186,26.5,1
171.7107629,67.83091528,23,0
180.9452309,93.14544667,28.4,1
176.7385678,97.3270093,31.2,1
186.349364,98.27482658,28.3,1
186.6859673,101.3211902,29.1,1
176.3013865,84.84575456,27.3,1
182.341221,100.5453541,30.2,1
171.7017536,76.56525134,26,0
171.8844528,81.26405955,27.5,1
174.2200293,82.57652091,27.2,1
181.2359367,94.48392145,28.8,1
172.5561879,94.18769383,31.6,1
171.2926393,78.5626576,26.8,1
177.7854964,96.1709663,30.4,1
174.0346495,85.21604299,28.1,1
169.3993851,71.98794195,25.1,0
173.9425245,84.24755855,27.8,1
187.9291505,90.96788467,25.8,0
186.2686334,101.0731064,29.1,1
184.3044731,94.62945392,27.9,1
171.8948756,87.79434712,29.7,1
177.6440109,92.59917773,29.3,1
165.926339,73.94791034,26.9,1
173.1419101,89.42384145,29.8,1
175.927408,93.75670336,30.3,1
177.8798593,89.65657887,28.3,1
175.3334466,79.12922227,25.7,0
175.6213733,79.74260617,25.9,0
169.6267557,80.0961419,27.8,1
176.4135053,88.35404422,28.4,1
181.4985944,95.09196617,28.9,1
178.6940739,85.17935288,26.7,1
183.1039775,99.45424091,29.7,1
175.8969705,79.93276413,25.8,0
169.4188138,74.39193619,25.9,0
172.9095342,80.26187098,26.8,1
161.0745214,70.8069083,27.3,1
171.2658874,80.32441347,27.4,1
179.0948774,86.78327383,27.1,1
174.4055286,83.56589397,27.5,1
170.5003844,77.11728118,26.5,1
176.5670929,79.00907093,25.3,0
152.2441701,64.15400404,27.7,1
172.7841616,72.60103855,24.3,0
171.7661722,87.87745134,29.8,1
176.956019,98.29099025,31.4,1
171.0690196,85.97907578,29.4,1
170.7914178,82.3865019,28.2,1
181.3031172,93.36619388,28.4,1
174.498316,84.72202295,27.8,1
161.0343481,68.9934268,26.6,1
183.4355898,89.97200236,26.7,1
177.6279678,84.25728059,26.7,1
163.8035201,75.6028644,28.2,1
181.8196808,87.40455161,26.4,1
177.068322,91.22578122,29.1,1
177.7192691,85.60839261,27.1,1
183.5253415,85.08488975,25.3,0
182.3601094,92.635038,27.9,1
170.090851,86.33723288,29.8,1
173.4032962,89.27135324,29.7,1
170.2712597,79.57014408,27.4,1
166.9820692,80.7738171,29,1
175.5725669,81.19031519,26.3,1
180.754583,92.19020735,28.2,1
173.252595,79.05751868,26.3,1
176.4619967,93.76160508,30.1,1
173.0876928,82.20672327,27.4,1
161.1855044,75.16908336,28.9,1
171.4788494,79.85733528,27.2,1
167.4808739,72.78471166,25.9,0
182.6101036,92.16365868,27.6,1
164.6025168,75.10407728,27.7,1
182.1932127,92.34521891,27.8,1
166.8895291,78.48472698,28.2,1
185.0595223,97.98854662,28.6,1
178.3658567,84.32880168,26.5,1
166.5295225,73.70608417,26.6,1
171.4424185,81.08250054,27.6,1
164.6457753,75.63575415,27.9,1
176.7808935,78.87624961,25.2,0
171.8868405,82.54658753,27.9,1
182.6427446,96.54241052,28.9,1
168.7881778,79.32599397,27.8,1
172.9892453,84.61793034,28.3,1
165.2978708,74.97224798,27.4,1
185.6028215,93.78237732,27.2,1
169.3075623,78.42991288,27.4,1
170.0108704,83.03191637,28.7,1
176.816995,83.53671288,26.7,1
175.5254262,83.17672825,27,1
166.3259839,79.15149955,28.6,1
164.3929204,68.30814385,25.3,0
175.3374482,83.37960916,27.1,1
159.8903356,69.86808413,27.3,1
172.7287981,84.5215205,28.3,1
171.513768,81.65829905,27.8,1
165.5927288,70.87809483,25.8,0
177.2174981,76.9839102,24.5,0
190.1959824,107.1930512,29.6,1
171.8885378,77.01164399,26.1,1
179.0436362,85.62280862,26.7,1
163.7928913,72.28055764,26.9,1
188.9695459,96.43363619,27,1
165.3389239,75.22128934,27.5,1
181.383316,85.80716667,26.1,1
181.9948717,83.89197927,25.3,0
170.1903537,86.4197698,29.8,1
176.1400437,82.47237388,26.6,1
174.0829201,82.22007098,27.1,1
184.4235514,100.3063928,29.5,1
173.3191508,84.69054608,28.2,1
180.68721,86.7652015,26.6,1
173.5421158,83.25934712,27.6,1
179.2562493,96.62578281,30.1,1
175.3381602,83.32375546,27.1,1
173.3971304,84.48516689,28.1,1
180.7733535,90.86469011,27.8,1
178.6247371,90.25545057,28.3,1
157.7559465,66.10803447,26.6,1
175.6539897,81.06654295,26.3,1
163.213769,71.66830866,26.9,1
176.5536828,87.34432045,28,1
186.9050829,97.84812,28,1
186.4496078,94.90283832,27.3,1
168.0628217,78.9910098,28,1
182.525094,89.98056522,27,1
174.2098468,84.93808567,28,1
169.221758,75.56995442,26.4,1
178.5333964,87.40949057,27.4,1
178.8218909,86.54332762,27.1,1
186.6577305,95.22673855,27.3,1
163.4747443,79.40368503,29.7,1
172.1563276,82.61425501,27.9,1
182.4819277,91.67934485,27.5,1
175.0473838,87.36163388,28.5,1
172.8607166,79.93181828,26.8,1
161.976722,73.01683229,27.8,1
169.9037453,86.66802236,30,1
174.711037,85.09544844,27.9,1
172.2211535,71.81280984,24.2,0
160.7138048,64.96538404,25.2,0
171.1409314,84.66081107,28.9,1
162.7198986,75.59415533,28.6,1
188.0478783,98.78267483,27.9,1
181.1468336,90.13717506,27.5,1
178.8399695,93.5813781,29.3,1
176.6824836,85.03015905,27.2,1
158.3606588,63.12771932,25.2,0
181.2371503,94.92511569,28.9,1
180.0067711,90.48011537,27.9,1
161.9355381,70.95720313,27.1,1
169.3819959,81.31414254,28.3,1
170.3192006,77.0133902,26.5,1
184.756025,86.29603565,25.3,0
161.219932,63.98948975,24.6,0
180.7732922,83.92368653,25.7,0
163.7399578,71.34262163,26.6,1
168.678146,80.33851188,28.2,1
170.6984364,76.63586921,26.3,1
180.9839792,93.13103279,28.4,1
168.8801961,77.54640934,27.2,1
182.1776662,91.73164508,27.6,1
172.6691048,83.61672485,28,1
171.6560615,82.01992544,27.8,1
172.809142,73.52581927,24.6,0
165.0079819,74.86194231,27.5,1
174.0959905,84.9531229,28,1
172.5951273,81.04401859,27.2,1
195.0881128,103.0477745,27.1,1
167.0392735,74.02759197,26.5,1
178.7280973,84.03497283,26.3,1
173.5138,84.40816435,28,1
176.5026865,85.18968404,27.3,1
181.6001962,87.47722866,26.5,1
155.5161448,69.62402658,28.8,1
177.8610906,89.45822068,28.3,1
193.0231352,104.9194562,28.2,1
166.9795015,66.20937982,23.7,0
171.096493,90.20130757,30.8,1
178.8156807,92.30711782,28.9,1
168.6159491,73.4771112,25.8,0
172.3556093,86.94346136,29.3,1
192.2635576,106.6379475,28.8,1
156.1109732,61.4562883,25.2,0
150.8268499,61.85533129,27.2,1
168.6378515,84.383981,29.7,1
180.5719837,89.80995823,27.5,1
176.7244925,87.28632902,27.9,1
170.9054191,82.77469379,28.3,1
186.99906,102.1737614,29.2,1
178.9589983,85.04224073,26.6,1
165.4407809,62.88200812,23,0
173.6345833,80.00612277,26.5,1
164.7096055,71.52763646,26.4,1
180.7448772,87.23406653,26.7,1
159.5454148,69.61265193,27.3,1
166.6462719,69.34832821,25,0
185.3333353,91.89337542,26.8,1
167.7524409,77.4597478,27.5,1
178.6662876,93.53082544,29.3,1
164.9475736,60.54965238,22.3,0
167.3180146,79.13766698,28.3,1
164.1194981,69.51528898,25.8,0
170.1381805,78.75899007,27.2,1
177.8495419,89.00241796,28.1,1
165.3678245,67.6221854,24.7,0
170.8383628,82.39154385,28.2,1
182.829224,86.62864499,25.9,0
173.9829757,87.22890735,28.8,1
180.2056694,91.63134345,28.2,1
164.2945875,72.92057333,27,1
175.4648929,79.08892898,25.7,0
170.3010811,78.82828753,27.2,1
170.5233442,80.71853111,27.8,1
177.146311,90.65363787,28.9,1
174.9921044,81.94640159,26.8,1
178.4436385,85.83758213,27,1
158.2608939,67.77283302,27.1,1
178.9735128,83.90985193,26.2,1
161.8359764,63.22500921,24.1,0
186.5874093,90.64317868,26,0
181.9867031,90.26725125,27.3,1
178.1642007,82.9170961,26.1,1
169.269585,70.6411854,24.7,0
179.7101105,89.7228581,27.8,1
173.1074372,87.6006117,29.2,1
175.1424474,80.85613855,26.4,1
180.6468996,87.89337524,26.9,1
174.872935,80.84213497,26.4,1
181.1892462,83.68255646,25.5,0
188.8241229,94.89229619,26.6,1
176.097823,81.15844626,26.2,1
180.6056569,93.53276626,28.7,1
181.6232239,93.37119991,28.3,1
181.8124278,90.88123515,27.5,1
178.6832984,88.13097147,27.6,1
168.6620886,75.26346245,26.5,1
189.2754051,91.59091687,25.6,0
183.4639513,93.52541401,27.8,1
